,SMILES,SPLIT
662294,COC(=O)CNC(=O)c1cc(NC(C)=O)n(-c2ccccc2)n1,train
1692027,COc1cccc(C(=O)NCc2ccc(Br)cc2)c1F,train
1502242,CC(=O)NC1CCCN(C(=O)Nc2cccc(OC(F)F)c2)C1,train
1133072,CC(C)c1noc(CCNC(=O)N2CCc3ccccc3C2)n1,train
1317063,Cc1nc(C)n(CC2CN(CCc3cccs3)CCO2)n1,train
615082,COc1ccc(Br)c(C(=O)NCCC(N)=O)c1,train
1561420,CC(Sc1ccccn1)C(=O)Nc1cnc(C(C)(C)C)nc1,train
46178,Cc1csc(NC(=O)CSc2nc(C)cc(C)c2C#N)n1,test_scaffolds
815390,COCCN(CC(=O)N(C)C)C(=O)c1cc(-c2ccccc2)[nH]n1,train
1484259,CN(C)c1nc(CNC(=O)NCc2cccc(C#N)c2)cs1,test
1729252,COc1cc2nc(CCCc3cccnc3)nc(N)c2cc1OC,train
258204,Cc1cc(C)cc(C(=O)Nn2c(C)nc3sccc3c2=O)c1,train
1731666,CCOc1ccc(C2=CCN(C(=O)c3ccco3)CC2)cc1,train
1855748,Cc1noc(C)c1CN1CC2CC(C(=O)N3CCOCC3)C(C1)O2,train
1699525,c1ccc2c(c1)CCCN2CCN1CCN(c2cnccn2)CC1,train
1486527,CC(=O)NC(Cc1c[nH]c2cc(F)ccc12)C(=O)Nc1nncs1,train
655284,CC1CCCCC1OCCNc1c(C#N)c(=O)n(C)c(=O)n1C,train
1030454,Cc1csc(-n2nnc(C#N)c2-c2ccncc2)n1,train
553950,N#Cc1cccc(NC(=O)CCn2cc(Br)ccc2=O)c1,train
303529,COc1ccccc1-c1noc(CN2CCc3ccccc3C2)n1,train
1149431,CC(c1ccco1)N(C)C(=O)Nc1cc(F)cc(F)c1,test
1256886,O=S(=O)(c1ccccc1)N1CCOC(c2ccccn2)C1,train
645677,O=C(Nc1ccc(N2CCNC2=O)cc1)C1CCCCC1,train
1322698,O=C(NCc1ccccc1)c1ccc2c(c1)CCN2C(=O)C1CC1,train
1173927,CC(=O)c1cccc(NC(=O)CN2CCOC3CCCCC32)c1,train
768887,CC(C)Oc1cccc(CNC(=O)Nc2cccc(C#N)c2)c1,train
594397,CCOc1ccc(C(=O)Nc2ccc(C)cc2N)cc1,test
702542,CCCN(CC(=O)OC)C(=O)c1cnc(C)cn1,train
1758584,COc1cc(CN(C)c2ncc(F)cn2)ccc1O,test_scaffolds
701307,O=C(Nc1cccc2cccnc12)C1CC(=O)N(Cc2ccco2)C1,train
1391918,COc1ccccc1N1CCC(CNC(=O)N(C)CC2CCCO2)C1,train
314094,O=C(Nc1ccc2c(c1)N(C(=O)C1CC1)CC2)c1ccccc1,test
1860585,c1coc(-c2nc3nccc(-c4cc5ccccc5o4)n3n2)c1,train
966339,N#CCCn1c(-c2ccccc2F)nc2cc3c(cc21)OCO3,train
408375,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(C(C)C)C(=O)N3)CC1,test
1086341,CCN(CC(C)C#N)C(=O)c1ccccc1-c1nc(C(C)(C)C)no1,train
446330,CC(C)C(=O)NCCNC(=O)c1cccc(NC(=O)C2CC2)c1,train
584210,CCNC(=O)c1cccc(CNC(=O)CCc2cccs2)c1,test
1805159,C#Cc1cccc(N(C)Cc2ccc(OCC(=O)NCC)cc2)c1,train
1045450,CC(C)Cc1noc(CN2c3ccccc3CC2C(N)=O)n1,train
789656,Cc1ccccc1C1(CNS(C)(=O)=O)CCOCC1,train
22776,O=C(Cc1ccccc1)NCC1COc2ccccc2O1,train
1126418,CN(Cc1ccccc1Cl)C(=O)c1cccc(N(C)C)c1,train
1416934,O=C(Cn1ccnc1)N1CCCC1c1nc(-c2ccccc2)no1,train
841618,CN(CC(=O)Nc1c2c(nn1C)CCC2)S(C)(=O)=O,train
271734,O=C(Cn1ncc2cccn2c1=O)Nc1ccccc1-c1ccccc1,train
350415,NC(=O)c1ccc(OCc2cc(Cl)c3c(c2)OCO3)cc1,train
1693951,COC1CCCC(OC(=O)c2ccc(OCC(F)F)nc2)C1,train
1815785,Cn1cnc2cc(C(=O)Nc3nc4c(s3)CCCC4)cnc21,train
721738,COC(=O)C12CC3CC(CC(NC(=O)C4CCC4)(C3)C1)C2,train
1488505,CSc1ccc(NCc2cccc(C(=O)N3CCCCC3)c2)nn1,test_scaffolds
1292111,O=S(=O)(Cc1csc(-c2cccs2)n1)c1ccccc1,test_scaffolds
1870825,COC(=O)CN(C)C(=O)c1nccc2c(N)cc(C)cc12,train
284815,C=C(C)CSc1nncn1-c1cccc(OC)c1,train
109582,Cc1ccc(N2CC(NC(=O)NCc3cccs3)CC2=O)cc1,train
389290,C=CCSc1nnc(CNc2ccc(C)cc2)n1N,train
804755,C#CCNC(=O)NCCc1ccc(-n2cccn2)cc1,train
1223058,Cc1nc(C2(NC(=O)c3cc4cc(Cl)ccc4[nH]3)CCCC2)no1,train
1817010,O=C(Nc1nnc2n1CCCC2)c1ccc(Cl)cn1,train
98475,CCC(=O)c1ccc(OCC(=O)NC(C)c2ccccc2)cc1,test
574250,O=C(NCc1ccco1)c1csc(COc2ccccc2F)n1,train
987287,COc1ccc(C)cc1C(=O)CSc1nnnn1C,train
1204806,CC(C)(C)c1noc(CCC(=O)N2CCCC(N3CCNC3=O)C2)n1,train
637511,N#CC1(NC(=O)c2ccc3ccccc3n2)CCCC1,train
25037,Cc1cc(C(=O)NCCC(=O)N2CCCC2)c(C)o1,test
1057355,CCn1ccc2c(cc(C(=O)Nc3cccc(OC)c3)n2C)c1=O,train
1508094,CN(C)c1ncccc1N(C)S(=O)(=O)Cc1ccon1,train
727957,COC(=O)C(N)Cc1c[nH]c2cc(OCc3ccccc3)ccc12,train
1718763,CCc1cc(=O)[nH]c(CN2CCCC(c3nncn3C3CC3)C2)n1,train
1605472,Cc1oc(C(=O)NCc2ccc3ccccc3c2)cc1S(N)(=O)=O,test
1082463,CCCC1C=CCN1c1ncnc2sc3c(c12)CCNC3,train
822567,CC(C)(C)CCNC(=O)c1cc(=O)c2ccccc2[nH]1,train
329932,CCc1ccc(C(=O)NC2CC3C(=O)NC(C)C(=O)N3C2)cc1,train
544923,CCN(Cc1ccc2c(c1)OCCO2)C(=O)Cn1cccnc1=O,train
46155,CCn1cc(Br)c(C(=O)Nc2ccc(C)cc2)n1,train
1664949,CC1(CNC(=O)Nc2ccn(-c3ncccc3Cl)n2)CCCC1,train
1752440,Cc1ccn2c(=O)c(C(=O)NC3(C)Cc4ccccc4C3)cnc2c1,train
1263269,CSc1cccc(CNc2cc(-c3ccncc3)nc3ccnn23)c1,train
1277737,CC(CNC(=O)c1nc2ccccc2c(=O)[nH]1)Oc1ccccc1,train
1318140,Cc1ccc(SCC(F)(F)F)c(NC(=O)c2cnns2)c1,test_scaffolds
376517,[H]N=c1n(C)c2ccccc2n1CC(=O)NC1C2CC3CC(C2)CC1C3,test
1700212,Cc1ccc2ncc(C(=O)NCCCNC(=O)OC(C)(C)C)n2c1,train
330732,C=C(C)C(O)C(OC)c1c(OC)ccc2ccc(=O)oc12,train
212759,COc1ccc(CN(C)S(=O)(=O)c2ccccc2C#N)cc1F,train
747695,CC1CN(C(=O)NCc2cccc(OCC(F)(F)F)c2)CCO1,train
1396951,CCCc1oc(-c2ccc(S(C)(=O)=O)cc2)cc1CO,train
385190,CCN(CC)S(=O)(=O)c1ccc(N2CCN(CCO)CC2)nc1,train
817864,CC(C)(C)OC(=O)N1CCOc2ccc(N)cc21,train
556860,CCCOc1ccccc1-c1nc(C(=O)NCC)cs1,train
1501049,CC1CN(C2CCN(C(=O)NCCc3ccccn3)CC2)CCO1,train
643210,CC(C)(C)OC(=O)N1CCCCC12CN(Cc1ccccc1)C2=O,train
1914081,Cc1cc(C)nc(NCCCCN2CCOCC2)n1,train
928985,CCOc1cc(C)ccc1NC(=O)C1COc2ccccc2O1,train
1510609,Cc1ccc(OCc2nnc(-c3cccs3)o2)nc1,train
931104,CCNC(=O)c1ccc(NC(=O)C2CCCN(C(=O)CC)C2)c(C)c1,train
1646107,O=C(NCc1nnc2n1CCCC2)c1cccc(-c2ccoc2)c1,train
707486,O=C(NCc1ccsc1)c1cc(-c2ccccc2)n[nH]1,train
85680,CC(C)(C)c1ccc(NC(=O)COC(=O)c2ccccn2)cc1,train
1345854,COc1ccc2c(c1)nc(CCO)n2-c1cccc(N)c1,test_scaffolds
623279,COc1cccc(-c2cc(COC(=O)c3ccno3)no2)c1,train
165360,CCN(Cc1nccn1Cc1cccc(F)c1)C(=O)c1cccs1,train
413726,CCCC(NC(=O)c1ccsc1)c1ccccc1,train
535544,O=C(CC1C=CCC1)N1CCN(C2CCCC2)CC1,train
1840340,Cc1noc(C)c1CCc1nc(C2CCCC2)nn1CC(F)(F)F,train
1497509,CCC(C)n1nccc1NS(=O)(=O)c1c(C)nn(C(C)C)c1C,train
365354,Cc1ccccc1CCNC(=O)Cn1cnc2ccccc2c1=O,train
1441831,Cc1noc(C2CCCN(C(=O)C(C)c3cccs3)C2)n1,train
1654912,O=C(NCc1cccc(-n2cncn2)c1)c1ccccc1OCC1CC1,test_scaffolds
198165,N#Cc1ccc(OCC(=O)NCC(F)(F)F)c(Cl)c1,train
1457849,CNC(=O)CSc1cccc(Br)c1,train
389195,N#Cc1sc2nc(N)c(C#N)c(-c3cccs3)c2c1N,test_scaffolds
1648517,CCC(C)n1ncc(C(=O)N2CCOC3CCCCC32)c1C1CC1,test_scaffolds
1632597,O=C(Cc1ccc[nH]1)Nc1cnn(Cc2ccccc2)c1,train
1816999,COCc1ccccc1C(=O)Nc1nnc2n1CCCC2,train
1535151,Fc1ccccc1-c1nn(-c2nccs2)c2c1CNCC2,train
277435,Cc1ccc(CCC(=O)NCCc2nc(-c3ccncc3)n[nH]2)o1,train
82196,O=C(COc1ccc(Cl)cc1Cl)NCCCO,test
1713080,CSc1nccc(N2CCC3(CCCN(CC4CC4)C3=O)C2)n1,train
533361,O=C(NCCc1ccc2c(c1)OCO2)C1CCCC1,test
260403,O=C(c1cnn(-c2ccccc2)c1)N1CCN(c2cnccn2)CC1,train
41012,COC(=O)CC1(C)OCC2(CC=C(C)CC2)CO1,train
102189,O=C(Nc1cccc(-c2cn3cccnc3n2)c1)c1ccccc1F,train
1901949,Cc1cc(C(=O)N(CC(C)C)CC(C)C)c2cnn(C(C)C)c2n1,train
1434910,COc1ccc(CCNC(=O)C2=C3c4ccccc4C(=O)N3CC2)cc1,train
1310226,O=C(NCCOc1cccnc1)c1cnn(-c2ccccc2)c1,train
992129,O=C(NCC1(c2ccccc2)CCC1)Nc1ccccn1,train
1928448,O=C(COc1ccccc1O)N1CCN(Cc2ccncc2)CC1,test_scaffolds
185920,CC(=O)Nc1cccc(NC(C)C(=O)Nc2cccc(C#N)c2)c1,train
365880,COC(=O)CCNC(=O)Cn1cnc2sc3c(c2c1=O)CCC3,train
431640,COc1ccc(N)cc1NC(=O)CCn1nc(C)cc1C,train
828569,CSc1ncccc1C(=O)Nc1cccnc1N(C)C,train
244223,Cc1nnc(CSc2nc3cc(Cl)ccc3[nH]2)o1,train
1011751,COCC(C)NC(=O)NC(C)c1cccc(Br)c1,train
980137,COCC(=O)NC(CN1CCCCCC1=O)c1ccccc1,test_scaffolds
1927770,CCCc1nnc(NC(=O)C2CC2(Cl)Cl)s1,train
1223669,COc1ncccc1C(=O)N1CCC(OCCc2ccccc2)CC1,test_scaffolds
484444,CSc1ccc(Cl)c(C(=O)NCc2cnn(C)c2)c1,train
1714878,Cc1noc(C)c1C(=O)N1CC(CO)CC(CN2CCOCC2)C1,train
1166442,Cc1cnn(CCC(=O)N2CCn3c(nnc3C(C)C)C2)c1,train
879109,CNC(=O)c1cc(-n2nc(C)c(Br)c2C)ccn1,train
605854,COc1ccc(N)c(C(=O)NC(C)CC(C)C)c1,train
585394,CCn1c(SCCN2CCOCC2)nc2sc(C)cc2c1=O,train
1655285,N#Cc1ccccc1Cn1ccc2occc2c1=O,train
624453,O=C(C1CCCCC1)N1CCN(Cc2nc(C3CC3)cs2)CC1,test_scaffolds
1126627,O=C(CSc1nc2cc(Cl)ccc2[nH]1)NCc1ccccn1,train
1214163,Cn1cc(C(=O)NCCCC(=O)N2CCc3ccccc32)ccc1=O,train
1010752,CCCOc1c(Cl)cc(C(=O)Nc2nonc2C)cc1OCC,train
495454,COc1cc(C(=O)Nc2nc(-c3cccnc3)cs2)ccc1C,train
1677429,O=C(Cn1ccc(=O)[nH]c1=O)Nc1c[nH]cc(Br)c1=O,train
1413621,Cc1ccc(OCC(=O)Nc2ccc(S(N)(=O)=O)c(C)c2)cc1C,train
1245497,COc1cc(C#N)ccc1OCCN(C)Cc1nc(C)cs1,test_scaffolds
823930,Cc1cc(C)c(S(=O)(=O)NCC2CCCCO2)c(C)c1,test
751138,CC(=O)N(C)CC(=O)Nc1cccc(NC(=O)c2ccccc2)c1,train
1393305,Cc1ncc(C(=O)Nc2cc(Cl)ccc2Cl)c(N)n1,test_scaffolds
54321,O=C(Nc1cc(C(F)(F)F)ccc1F)c1cnccn1,train
793588,CCCCc1c(C)nc2nc(SCc3nnc(C)o3)nn2c1C,train
1200254,NC(=O)C1CCN(C(=O)CCCc2nc3ccccc3o2)C1,train
93252,O=C(COC(=O)c1ccc(F)cc1Cl)NC1CC1,train
1278398,Cc1ccc(NC(=O)c2sc(C)nc2C)c(O)c1,train
1130527,Cc1cc(Oc2ncccn2)ccc1NC(=O)N1CCCC(C)CC1,train
1629721,Cc1n[nH]c(C)c1CNC(=O)N1CCc2c(F)cc(F)cc2C1,test_scaffolds
829902,CC(C)(C#N)C(=O)N1CCN(S(C)(=O)=O)CC1,train
191675,O=C(COC(=O)Cc1ccc(F)cc1)NCc1ccccc1Cl,train
1414336,Nn1c(SCCS(N)(=O)=O)nnc1-c1ccccc1,train
1107488,Cc1cc(C(=O)Nc2cc(Cl)c(N)c(Cl)c2)no1,train
1635694,NC(=O)C1CCN(C(=O)c2cccc(-c3ccoc3)c2)CC1,train
1825533,O=C(c1cnccn1)N1CCCC2(CCN(c3ccccc3)CC2)C1,train
332127,COc1ccc(-c2coc3cc(OC)c(OC)c(O)c3c2=O)cc1,train
1782427,CN(C(=O)Nc1cnn(CC(=O)NC2CCCC2)c1)C1CCC1,train
1328480,COC(=O)c1c(NCCO)c2cc(F)ccc2[nH]c1=O,train
435431,CS(=O)(=O)N1CCCc2cc(C(=O)NC(C3CC3)C3CC3)ccc21,test_scaffolds
840428,NC(=O)c1ccc(C(=O)Nc2cccc(Br)c2)cn1,train
242037,CC1Cc2ccccc2N1Cc1nc2sc3c(c2c(=O)[nH]1)CCC3,train
707567,CC1CC1CNC(=O)Cn1cccc(C(F)(F)F)c1=O,train
1719287,C=CCC1(CO)CCCN(c2cc(C3CC3)ncn2)C1,train
946649,Cc1ccnc(NC(=O)C2(c3cc(-c4cccs4)on3)CC2)c1,test
1472832,CNC(=O)C(CC(C)C)NS(=O)(=O)N1CCCCC1,train
724537,O=C(Nc1ccccc1F)N(Cc1ccsc1)Cc1ccco1,train
603055,CCOC(=O)c1cc2c(Br)cc(OC)c(OC)c2[nH]1,train
1550519,COc1ccnc(N(C)Cc2ccccc2OC(F)(F)F)n1,test_scaffolds
1558268,Cc1ccc(CNC(=O)c2cccnc2)c(N(C)C)c1,train
761692,CC1CCCN(C(=O)CCC(=O)c2cccs2)C1,test_scaffolds
1315829,Cc1cc(C)c(CNC(=O)NCc2cc3c(s2)CCCC3)c(=O)[nH]1,train
283833,CCNc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1cnccn1,train
1738063,CC(C(=O)N1CCC(OCc2ccccc2F)CC1)C1CCOCC1,test
1616720,Cc1ccc(-c2ncco2)cc1NC(=O)N1CCOC(C#N)C1,train
1536625,COC(=O)C(NCC1Cc2ccccc2O1)c1cccc(C#N)c1,train
216829,CNC(=O)c1nnsc1N1CC2CC(C1)c1cccc(=O)n1C2,train
1379140,N#CC(CCC(=O)Nc1ccc2c(c1)OCO2)c1ccco1,train
526838,COc1ccc(NC(=O)CCn2c(=O)cc(C)c3ccccc32)cc1,train
582901,O=C(CN1CCN(C(=O)c2ccccc2)CC1)c1ccc(F)cc1,test_scaffolds
858365,CCCC(=O)N(C)C(C#N)c1ccccc1Cl,train
1784286,CCSc1ccccc1OC(=O)c1nc(C)n2c1CCCC2,train
1261562,Cc1cc(N(C)CC2CC(=O)N(C3CCCC3)C2)n2nccc2n1,train
1435942,Cc1ncnc2c1CN(C(=O)C1CCCCC1)CC2,train
1591137,COCC(O)CN(C)C(=O)c1cc(-c2ccc(OC)cc2)c(C)s1,train
1294465,Cc1ccc(-n2cnnc2SCC(=O)OCC2CCCO2)cc1C,train
72437,Cc1ccc(NC(=O)Nc2sccc2C#N)cc1,train
1207968,O=C1OCCC1N1CCN(c2ccc3nncn3n2)CC1,test
1722350,COC(=O)c1cccc(CCNC(=O)NC2CC=CC2)c1,train
271184,CCCCOC(=O)C(C)n1cnc2sc(C(N)=O)c(C)c2c1=O,train
561864,CC(NCc1cc(Cl)c2c(c1)OCCO2)C(N)=O,train
1591075,COCC(O)CN(C)C(=O)C1CC1c1cc(Cl)cc(Cl)c1,train
1611815,CC(C)C(OC(=O)CC1COC(=O)C1)c1cccc(C(F)(F)F)c1,test_scaffolds
320560,COc1cccc(-c2nnc(SCC(=O)NC3CC3)n2C)c1,train
1399790,C#CCNS(=O)(=O)c1ccc(C(=O)N2C(C)COCC2C)cc1,train
1411895,COc1cc(C(C)C)ccc1C(O)C(=O)N(C)C,train
1286010,Cc1occc1COC(=O)C1CCCN1C(=O)CC(C)(C)C,train
1604216,CCc1noc(CC)c1CNC(=O)Nc1ccccn1,train
279339,CCOc1nc2sc3c(c2c2ncnn12)CC(C)(C)OC3,train
63344,Cc1nc(SCC(=O)N2CCOCC2)c2c3c(sc2n1)CCC3,train
345098,COc1ccc2[nH]cc(S(=O)(=O)c3ccc(C)c(F)c3)c(=O)c2c1,train
1821856,Cc1ncsc1CN1CCOC2CCC1C2OCC1CC1,train
484092,Cc1ccc(C(=O)Nc2cnn(Cc3ccccc3C)c2)s1,train
1805332,CC(Nc1cnn(-c2ccccc2)c1)c1nc(C2CC2)no1,train
119775,CCn1c(SCC(=O)Nc2nncs2)nnc1-c1ccco1,train
833016,O=C(CN1CCc2ccccc21)NCC1CC=CCC1,train
1003349,CC(C)(C)C(=O)N1CCCC(C(=O)Nc2ccccc2F)C1,train
787160,Cc1cccn2cc(COc3cccc(C(N)=O)c3)nc12,train
943778,COc1ccc(C(=O)CCCC(=O)Nc2ccc(C)cn2)cc1,train
777011,O=C(CNC(=O)Nc1ccc(OC(F)F)c(F)c1)NC1CC1,train
544598,COc1cccc(C(N)=O)c1OCC(=O)Nc1cc(C)on1,train
1257513,CC(=O)N1CCC(C)(c2cc(C(=O)N3CCOCC3)nc(C)n2)CC1,train
1268536,COc1ccc(-c2cc(C(=O)NCc3ccncc3)sc2C)cc1,train
1600599,CN(C)C(=O)c1cc(NC(=O)N(CCCCO)C2CC2)ccc1F,test_scaffolds
1030999,CCOC(=O)c1nnn(CCOc2cccc(N)c2)c1N,train
893131,O=C(NCC1Cc2ccccc2O1)c1cccc(N2CCNC2=O)c1,test
1395781,CCCn1ncc(-c2cc(Cl)ccc2OC)c(N)c1=O,train
759252,Cc1ccc(C(=O)Nc2cccc(C(=O)NC(C)(C)C)c2)cn1,test
1708557,Cc1ccc(OC2CCN(C(=O)c3cc(C)on3)CC2)cn1,train
1869689,COc1cc2c(c(Br)c1O)C(CO)NCC2,train
372498,O=C(C1CC1)N1CCCC(c2cc3ccccc3cn2)C1,train
1735322,O=C(c1cccc(N2CCCC2=O)c1)N1CCc2cc(F)ccc2C1,train
512717,CC(=O)Nc1ccccc1OCC(=O)N(CCC#N)c1ccccc1,train
1414223,CC(C)n1cc(C(=O)NC2CCN(C(=O)N3CCOCC3)CC2)cn1,train
498523,CS(=O)(=O)NCCNC(=O)CCc1ccsc1,train
1688426,Cc1ccc(NC(=O)c2c[nH]c3cccc(F)c23)nc1,train
712105,CCc1nnc(NC(=O)N2CCc3sccc3C2CC)s1,train
623400,Cn1nc(C(=O)OCc2cc(-c3ccco3)on2)ccc1=O,train
507336,O=C(NCCNC(=O)c1ccco1)NCc1ccc(F)cc1,train
624072,CSc1ccccc1NC(=O)c1c[nH]c2ccccc12,train
1616217,Cc1ccc(NC(=O)NCc2ccncc2)cc1S(C)(=O)=O,train
1719104,Cn1c(Cn2cncn2)nnc1C1CCN(C(=O)c2ccoc2)CC1,train
940060,Cc1csc(N2CCCN(C(=O)c3c(C)nn(C)c3C)CC2)n1,train
1099435,CN(Cc1ccccn1)C(=O)NCc1nc(-c2ccccc2)cs1,train
997540,CN(Cc1ccc(OC(F)(F)F)cc1)C(=O)C1CCOCC1,train
1199769,CC(C)c1nc(CN2Cc3ccccc3CC2C(N)=O)cs1,train
1243483,Cc1csc(C(C)(C)NC(=O)c2cc(F)ccc2C)n1,train
1423535,Cc1cccc(OCCNC(=O)C2CCN(C(=O)OC(C)(C)C)C2)c1,test
1215036,O=C(COCC1CCCO1)Nc1cc(-c2ccccc2F)no1,train
190667,CCCCN1CC(C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1=O,train
1164734,N#CC1(NC(=O)c2nccc3ccccc23)CCC2(CC1)OCCO2,train
202021,Nc1cc(=O)[nH]c(Nc2ccc(Cl)cc2Cl)n1,train
282029,COCCNc1nc2nonc2nc1N1CCCC(COC)C1,train
638604,O=c1[nH]c(CNc2ccccc2)nn1Cc1ccc(Cl)cc1Cl,test
1417028,Cc1nc(C(C)(C)NC(=O)NCCCOC(C)C)sc1C,train
1793451,Cc1nn(C)c(C)c1C(=O)NC(C)c1nc2ccccc2n1C(C)C,test
910536,Fc1ccccc1N1CCN(Cc2ccccn2)CC1,train
145930,CC(OC(=O)c1cc(=O)[nH]c2ccccc12)c1ccc(F)cc1,test_scaffolds
747816,CC(NC(N)=O)C(=O)Nc1cccc(Oc2ccccc2)c1,train
1173680,O=C(Nc1cccc(Cl)c1F)c1cccnc1,train
1580546,CCc1noc(CC)c1CC(=O)Nc1ccc(OC)c(NC(C)=O)c1,test
13267,O=C1CCCN1c1ccc(S(=O)(=O)CO)cc1,train
1208184,CCc1nnc2n1CCN(C(=O)COCCc1ccccc1)C2,train
136755,CC(OC(=O)c1ccc(COc2ccccc2)cc1)C(N)=O,train
1574317,COC(=O)c1ccc(NCc2noc(Cc3ccccc3)n2)cc1C,train
1590176,O=C(NCc1cn(-c2ccccc2)nn1)c1ccc(-n2cccn2)cc1,train
709105,Cn1ccnc1C(=O)c1cccc(-c2cc(-n3cccn3)ncn2)c1,train
1477646,Cc1ccc(OC(C)C(=O)NC2CCN(C)C2=O)cc1,train
1832055,O=C(Nc1ccccc1Br)c1ccc(-n2cncn2)nn1,train
142453,O=S=NSc1c(F)c(F)c(F)c(F)c1F,train
1706428,Cn1nc2n(c1=O)CCN(CC(=O)N1CCCC1)C2,train
1916856,COc1cccc(NC(=O)NC(CCO)C2CC2)c1,train
1211704,O=C(CCNC(=O)c1ccsc1)NCC1Cc2ccccc2O1,train
189526,Cc1ccc(NC(=O)C2CC(=O)N(C3CCCC3)C2)c(C)c1,test
1380222,CCOC(=O)C(CC)N1C(=O)CNc2cc(F)ccc21,train
559596,Cc1c(C#N)c(N)n(-c2cccc(Br)c2)c1C,train
278017,Cc1occc1C(=O)Nc1ccc2nc[nH]c(=O)c2c1,train
974073,COCc1cccc(NC(=O)N(Cc2ccccc2)C2CC2)c1,test_scaffolds
1750109,CCN(CC)c1ncc(CN(C)CC(F)F)s1,train
1396659,CCCCn1nc(C(F)(F)F)cc(CC#N)c1=O,train
1648669,CNC(=O)CC1CCN(C(=O)Cc2cccc(OCC#N)c2)CC1,train
241145,NC(=O)C1CCN(C(=O)C2CCN(C(=O)c3cccs3)CC2)CC1,train
1614183,COC(=O)c1ccc(CN(C)C(=O)Nc2cnccc2C)cc1,train
518629,N#Cc1nc(COc2ccc3c(c2)OCO3)oc1N1CCCC1,train
850710,CCCN(C)C(=O)NCc1cccc(OC)c1OC,train
314031,CC(C)C(=O)N1CCN(c2nccn2-c2ccccc2F)CC1,train
221865,Cc1ccc(C(=O)CCNc2ccc(C(=O)N(C)C)cc2)cc1,train
1498926,CC1(C)CN(C(=O)COc2cccc(C(N)=O)c2)CCO1,train
530947,CC(C)(C)c1noc(CCCC(=O)Nc2cccnc2)n1,train
1370163,COC(=O)c1ncn(CC(=O)NC(C)c2ccc(C)c(C)c2)n1,test
169614,CCC(C)NC(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3,test_scaffolds
1614419,Cc1ccncc1NC(=O)NCc1ccc(-n2ccnc2)c(F)c1,train
1603411,CCN(CC(C)C#N)C(=O)CNc1cccc(-c2nc(C)cs2)c1,train
1454172,CC(C)(C)C(=O)N1CCN(C(C(N)=O)c2ccccc2)CC1,test_scaffolds
1920015,CS(=O)(=O)N1CCCC(CNC(=O)CCCc2cn[nH]c2)C1,train
629329,O=C(CN1C(=O)COc2ccccc21)Nc1ccc(O)cc1,train
763549,Cc1nccn1-c1cc(CNC(=O)c2ccn(C)c(=O)c2)ccn1,test_scaffolds
990220,O=C(Nc1cccnc1-n1cncn1)c1ccc(F)cc1Cl,train
1681877,COCCOc1ncccc1NC(=O)Cc1ccc[nH]1,train
